"","HE_AMI1_S7","HE_AMI2_S8","HE_AMI3_S9","HE_CLA1_S10","HE_CLA2_S11","HE_CLA3_S12","HE_NCA1_S19","HE_NCA2_S20","HE_NCA3_S21","HE_NTP1_S4","HE_NTP2_S5","HE_NTP3_S6","HE_NTP_AMI1_S13","HE_NTP_AMI2_S14","HE_NTP_AMI3_S15","HE_NTP_CLA1_S16","HE_NTP_CLA2_S17","HE_NTP_CLA3_S18","HE_unt1_S1","HE_unt2_S2","HE_unt3_S3"
"MAB_4808",150.18,144.08,127.89,195.27,145.89,203.18,360.49,983.78,442.22,174.92,160.14,165.09,220.24,168.66,139.91,235.45,213.03,243.51,168.91,150.2,150.46
"MAB_4809c",160.96,136.77,85.22,222.23,128.81,227.39,24.27,59.03,24.28,170.78,182.42,191.05,168.32,168.19,145.68,266.62,273.53,271.77,177.84,191.88,142.91
"MAB_4810c",335.38,341.97,225.43,252.41,225.58,304.77,72.82,123.77,84.28,303.53,264.86,287.69,353.59,607.69,470.16,265.86,256.47,168.26,347.78,288.41,278.85
"MAB_4811c",34.49,32.97,18.11,26.08,28.53,27.97,5.91,8.73,1.3,12.96,17.38,34.95,26.32,35.5,40.45,41.3,26.14,27.89,21.23,22.28,18.99
"MAB_4812c",18.77,26.93,12.22,22.26,17.47,30.35,25.28,9.81,17.39,27.23,37.23,35.39,30.47,38.61,38.46,35.73,35.04,45.88,34.15,31.84,29.95
"MAB_4813c",162.05,142.92,106.22,109.66,71.2,144.23,15.8,23.24,15.34,101.47,86.51,120.66,128.96,185.96,153.8,131.39,140.54,127.23,154.64,117.7,117.36
"MAB_4814",726.45,698.68,496,451.91,313.36,574.14,77.86,167.3,81.62,605.96,533.04,560.86,484.07,657.68,637.32,483.18,470.65,499.81,901.23,980.76,922.05
"MAB_4815",60.2,70.59,40.89,65.62,46.5,92.32,36.7,40.95,33.91,108.07,122.97,128.14,49.04,46.97,69.05,67.74,35.97,52.42,183.42,192.35,185.04
"MAB_4816c",79.47,85.23,48,64.62,31.38,72.12,31.76,60.43,48.66,56.86,66.22,64.45,60.95,56.31,51.04,51.7,52.14,61.11,71.26,92.92,64.7
"MAB_4817",252,255.36,151.15,139.18,102.54,148.66,33,53,31.54,335.39,272.95,320.09,177.3,211.97,216.3,180.08,133.53,131.15,547.97,623.84,558.99
"MAB_4818",107.19,107.09,72.32,43.18,27.57,68.57,3.42,11.43,4,57.86,57.84,68.31,74.8,80.22,81.54,38.51,39.42,29.97,62.38,84.59,81.28
"MAB_4819c",40.41,29.74,15.99,13.66,16.66,28.47,4.27,9.07,2.3,24.64,22.19,23.88,23.73,33.81,30.32,17.04,15.7,10.15,26.77,28.96,33.65
"MAB_4820",844.93,863.43,588.14,978.78,652.42,1242.41,41.15,38.68,41.89,48.38,47.74,57.46,511.23,520.81,504.46,825.41,739.49,1018.24,52.85,41.19,39.72
"MAB_4821c",209.54,205.81,135.35,179.55,120.51,231.34,60.7,96.36,79.66,138.78,134.65,160.18,186.8,229.72,195.03,185.7,169.14,205.95,165.84,149.66,146.14
"MAB_4822",194.19,181.61,140.72,103.88,87.78,175.72,17,35,25.64,126.99,97.7,148.01,110.49,125.7,120.82,90.32,76.84,81.16,222.12,248.19,229.53
"MAB_4823c",118.07,120.69,84.43,63.81,53.65,111.47,40.64,57.59,32.19,101.69,97.19,107.23,78.69,101.27,109.91,69.55,61.62,84.77,157.12,169.58,138.53
"MAB_4824c",39.11,38.73,18.11,16.77,22.31,26.16,7.23,12.68,3.72,48.66,23.39,46.77,37.45,18.7,31.34,21.32,18.01,25.03,49.61,62.36,63.14
"MAB_4825c",72.04,68.99,50.8,43,49.38,61.74,18.89,14.81,6.57,79.15,54.69,83.08,80.81,93.12,77.97,86.03,69.14,65.8,67.54,57.05,36.59
"MAB_4826",927.99,798.57,624.3,931.16,692.97,1168.81,170.31,310.77,238.36,714.55,732.97,908.24,643.04,708.99,597.41,744.99,769.84,875.2,1129.36,1035.12,909.92
"MAB_4827c",206.57,214.01,150.72,143.53,119.11,203.95,62.59,79.74,77.03,213.59,206.27,246.04,170.36,191.27,180.28,177.91,134.73,193.77,263.15,289.97,231.23
"MAB_4828c",155.72,117.09,87.24,124.61,74.97,169.03,49.35,49.58,57.54,159.92,164.81,200,136.42,128.41,134.65,137.42,125.16,153.82,162.28,148.61,167.85
"MAB_4829c",174.99,162.77,112.49,130.74,70.97,145.14,115.49,91.64,104.76,134.14,147.54,181.72,134.5,191.07,225.32,124.15,152.65,119.24,163.38,147.08,140.66
"MAB_4830c",62.16,60.59,38.49,31.84,35.8,52.7,14.99,21.96,8.15,30.09,36.24,44.86,59.15,99.53,89.51,60.26,79.99,52.3,42.7,35.57,34.65
"MAB_4831c",130.93,118.76,79.85,71.45,49.64,120.82,10.68,21.28,16.84,39.34,70.57,95.07,114.92,230.81,101.03,40.97,61.86,39.88,53.27,48.27,54.22
"MAB_4832c",106.46,97.54,55.64,101.91,83.3,133.47,21.16,15.51,4.09,105.77,61.43,119.81,91.51,81.97,97.01,117.09,86.18,118.73,127.01,122.05,117.18
"MAB_4833c",99.15,69.07,60.35,100.15,76.18,109.57,9.41,16.2,10.11,71.72,56.24,79.35,80.51,91.35,75.38,84.86,111.85,126.66,95.49,71.74,74
"MAB_4834",9.38,21.76,14.81,13.95,16.11,21.95,9.97,6.26,5.2,21.15,16.18,11.12,14.47,14.89,26.08,22.62,11.54,18.96,15.2,11.53,13.16
"MAB_4835",2.23,1,0.82,5.26,5,5.16,0.03,1.74,0,2.99,3,3.66,4.58,6.38,3.64,4.69,2.65,4.12,0,3.12,2.15
"MAB_4836c",72.58,75.43,46.81,56.8,41.78,98.49,13.97,17.93,5.95,75.95,66.64,95.53,68.97,51.65,57.15,61.43,36.11,66.34,69.32,92.31,72.04
"MAB_4837c",3472.47,2383.59,2255.45,4153.68,3192.39,6731.55,24.24,18.43,20.28,106.62,88.18,129.39,1266.39,1047.08,1272.22,2076.92,1869.36,2398.91,148.73,161.91,125.23
"MAB_4838c",15.11,29.85,14.81,43.61,32.92,37.72,13.59,15.45,14.91,19,12.45,31.64,29.93,48.12,32.22,42.14,39.78,38.3,28.82,21.3,15.47
"MAB_4839c",69.91,53.16,38.65,52.81,58.89,83.42,57.49,40.57,63.19,50.24,60.76,63.22,84.2,121.46,105.73,75.23,50.54,71.88,48.3,73.19,64.53
"MAB_4840c",164.55,152.62,113.43,189.2,157.22,187.59,232.46,128.16,323.77,108.82,113.72,139.38,280.15,426.76,345.72,206.05,227.39,205.07,146.26,137.43,120.26
"MAB_4841",95.5,92.14,54.96,91.55,48.91,104.35,100.05,86.73,128.08,106.12,106.5,112.14,117.08,167.16,101.72,120.99,131.01,112.58,103.09,106.12,79.01
"MAB_4842",714.39,593.2,441.86,469.34,404.92,557.97,2682.01,1826.38,3613.8,938.65,2606.59,2361.51,1699.18,3566.53,2577.82,988.28,1192,547.92,301.31,249.8,261.84
"MAB_4843",258.03,264.43,194.28,207.86,160.35,201.65,780.66,629.51,1003.03,229.53,316.65,265.23,371.35,668.82,619.45,258.36,278.74,134.47,158.61,96.43,129.55
"MAB_4844c",423.91,394.45,292.22,349.16,234.46,409.45,616.96,378.53,624.99,333.49,388.8,410.08,572.38,937.5,736.32,410.38,466.26,365.26,304.86,234.86,214.66
"MAB_4845",162.74,139.99,87,118.96,104.41,168.78,247.68,129.28,268.84,183.86,236.31,248.82,346.5,667.8,515.54,187.5,234.58,132.31,102.26,95.11,86.81
"MAB_4846",34.54,32.84,18.05,30.84,22.61,33.7,30.62,27.55,34.8,66.97,106.19,80.31,88.31,113.81,105.49,46.58,58.43,53.27,29.3,19.41,26.88
"MAB_4847c",34.68,29.64,26.58,46.96,31.46,37.95,37.28,31.12,37.18,29.54,35.04,23.08,64.15,114.85,111.77,53.07,38.53,28.49,27.81,18.24,17.69
"MAB_4848c",24.24,24.95,22,18.76,18.54,28.24,22.77,17.88,24.51,21.73,35,21.69,42.73,92.49,67.49,45.11,23.61,17.62,13.2,15.01,18.91
"MAB_4849c",40.45,43,21.5,32.64,22.07,42.72,5,16.96,9.5,93,61.5,69.91,72.77,75.5,81.76,47.95,41.91,34.96,72.12,70.32,57.12
