"","HE_AMI1_S7","HE_AMI2_S8","HE_AMI3_S9","HE_CLA1_S10","HE_CLA2_S11","HE_CLA3_S12","HE_NCA1_S19","HE_NCA2_S20","HE_NCA3_S21","HE_NTP1_S4","HE_NTP2_S5","HE_NTP3_S6","HE_NTP_AMI1_S13","HE_NTP_AMI2_S14","HE_NTP_AMI3_S15","HE_NTP_CLA1_S16","HE_NTP_CLA2_S17","HE_NTP_CLA3_S18","HE_unt1_S1","HE_unt2_S2","HE_unt3_S3"
"MAB_0378",937.22,774.46,680.64,513.01,456.26,594.23,2576.88,3001.09,2936.22,907.43,1574,1522.31,1515.31,2685.74,2395.14,1164.19,1232.64,845.38,717.57,742.03,692.22
"MAB_0379",384.47,273.69,225.15,142.49,97.86,147.12,1308.99,1427.19,1521.54,464.45,534.23,581.2,469.05,793.15,770.32,282.69,296.86,180.69,427.5,491.72,469.68
"MAB_0380",601.35,489.46,403.59,285.42,264.47,286.32,2678.72,3631.14,3127.59,772,1058.43,992.31,736.3,1229.2,1166.66,514.01,534.51,409.16,845.36,835.47,822.38
"MAB_0381",174.43,184.07,122.08,125.61,95.65,143.09,86.07,117.15,91.5,216.51,186.16,262.66,150.5,233.3,170.91,136.61,109.92,122.49,265.7,237.53,238.26
"MAB_0382",353.36,323.85,249.43,241.39,167.96,301.91,2150.55,3237.18,2132.41,423.97,405.28,486.39,279.14,238.91,266.18,202.32,180.42,250.41,794.91,801.08,775.26
"MAB_0383c",418.77,696.57,274.15,724.11,322.46,832.81,51460.36,93211.08,66260.11,433.31,703.86,732.51,715.43,919.03,704.59,553.62,555.24,817.24,460.3,511.74,423.55
"MAB_0384",48.26,45.16,38.93,37.89,38.74,54.47,14.65,8.49,19.26,106.05,100.41,115.68,55.78,40.92,55.61,58.28,52.3,50.39,167.8,163.22,166.19
"MAB_0385",221.62,218.78,153.28,125.41,97.18,172.24,87.86,96.05,77.73,313.04,235.81,251.61,207.2,169.09,193.35,164.53,125.66,154.68,383.26,405.12,361.96
"MAB_0386c",332.27,276.91,244.64,214.09,125.81,248.3,48.11,132.34,56.69,269.96,286.57,312.28,373.08,319.86,235.99,210.84,216.66,268.26,315.38,336.58,321.65
"MAB_0387",219.65,231.95,152.07,143.68,126.64,158.58,23.24,63.39,39.96,230.12,244.93,247.46,257.64,223.35,217.01,147.22,127.73,163.76,291.82,275.09,245.04
"MAB_0388c",145.77,157.93,111.61,104.53,73.39,113.27,59.36,82.53,76.43,201.32,194.15,258.45,160.65,146.66,150.58,103.54,73.43,102.86,280.07,268.73,274.69
"MAB_0389c",89.86,76.82,56.76,38.88,33.36,55.58,26.85,28.7,22.65,130.77,114.91,120.7,71.72,80.09,68.05,53.65,47.78,46.8,140,135.68,172.81
"MAB_0390c",126.16,138.5,84.43,114.27,73.46,116.93,41.88,59.05,45.68,180.18,216.66,248.35,156.36,170.2,165.05,144.73,109.27,104.39,189.46,175.66,180.05
"MAB_0391c",66.31,75.31,49.68,32.65,33.82,47.43,15.27,19.35,11.76,81.99,83.49,99.84,74.5,66.8,75.19,57.96,22.28,30.12,113.57,96.95,88.49
"MAB_0392c",201.15,147.51,146.55,102.46,56.53,107.64,100,170.47,177.8,245.15,226,257.38,192.46,195.38,174.09,117.41,88.28,104.19,193.01,237.34,257.24
"MAB_0393",31.05,31,21.12,37,24.99,24.01,12816.31,26575.11,17275.84,24.31,19.42,23,29,32.58,38.03,28.19,25.96,35.01,23.34,22.76,15.91
"MAB_0394c",56.28,61.03,39,38,33.07,47.09,4910.7,8339.43,5773.92,32.89,36.8,40.88,54.41,83.36,80.89,43.2,52.95,35.28,35.8,42.51,23.15
"MAB_0395c",313.42,327.73,227.47,119.14,90.55,139.35,235.64,313.09,239.28,337.31,266.8,345.43,466.23,288.68,326.34,127.3,133.54,122.34,356.38,299.59,285.36
"MAB_0396c",406.22,322.72,292.58,228.35,141.09,296.7,56.74,68.07,66.35,620.46,530.72,578.58,471.45,305,305.86,270.41,254.81,285.85,681.77,788.42,719.23
"MAB_0397c",112.45,129.93,91.99,69.47,50.23,79.46,39.73,44.65,38.93,121.05,120.36,159.18,102.88,109.88,106.85,77.07,94.76,71.54,147.62,149.12,113.69
"MAB_0398c",58.88,63.39,35.15,49.16,32.57,71.49,40.15,59.34,41.59,178.58,131.43,163.28,72.32,71.7,68.31,51.62,53.03,57.08,196.66,179.39,158.01
"MAB_0399c",98.2,140.14,88.46,63.43,55.64,88.99,81,95.88,76.92,332.7,291.34,341.51,113.2,95.64,138.91,118.14,79.74,88.57,482,352.41,321.68
"MAB_0400c",305.18,320,201.88,281.88,197.62,276.03,649,454.3,781.58,401.54,389.43,420.46,283.03,367.34,388.69,340.73,280.61,281.8,526.3,425.55,379.43
"MAB_0401",381.82,388.34,248.42,379.11,247.26,452.01,39.03,56.49,38.68,584.16,432.36,573.2,344.64,325.49,381.57,442.93,413.19,504.91,537.73,472.57,472.45
"MAB_0402",802.84,700.62,560.41,1344.82,1115.04,1057.91,54.92,137.11,62.27,682.16,581.73,694.27,979.77,824.85,911.93,1776.65,1870.01,2328.74,773.16,700.88,661.92
"MAB_0403",946.05,821.35,753.73,1126.66,980.47,1117.45,17.11,37.93,12.08,155.34,146.2,148.62,1025.84,509.95,762.66,1446.74,1375,1751.7,163.64,161.88,126.61
"MAB_0404c",1461.53,1166.69,958.2,1268.51,1015.46,1234.51,17.66,32.46,15.99,145.42,106.96,123.26,1305.61,611.47,878.51,1448.69,1233.11,1858.88,125.99,116.93,123.14
"MAB_0405c",4429.09,4201.11,3065.28,3042.15,2394.16,3597.23,61.26,226.69,91.45,4105.51,3013.3,3634.53,7934.39,8869.82,6568.05,5510.34,6723.77,7138.68,5157.5,4850.22,4484.91
"MAB_0406c",823.82,696.58,636.07,453.76,337.59,546.15,223.77,427.89,233.18,764.15,800.05,861.47,814.84,869.64,833.05,412.49,397.36,454.53,823.86,801.05,722.57
"MAB_0407c",2064.27,1750.46,1546.82,1933.66,1418.36,2284.49,312.28,993.11,347.96,1745.95,1534.58,1847.15,2492.82,2340.91,2043.11,2468.23,2823.5,3136.76,1922.68,2014.53,1938.8
"MAB_0408c",1007.64,892.24,745.34,473.42,404.62,566.95,72.12,201.81,63.36,1853.43,1520.7,1842.01,1389.85,1118.89,1021.26,697.12,673.01,781.08,1572.68,1619.57,1615.61
"MAB_0409",2235.08,2085,1423.19,3486.28,2632.15,4317.05,23,72.31,22.39,3407,2374.57,3156.5,2159.18,2019.05,2320.41,4887.96,5810.07,6121.93,4779.09,3704.68,3591.14
"MAB_0410c",1197.97,1199.04,814.68,1010.88,801.28,1139.61,49.68,107.77,69.03,1780.96,1363.05,1569.36,1254.05,997.86,1252.14,1231.16,1209.59,1353.57,2565.18,2379.86,2308.26
"MAB_0411c",517.54,594.7,381,282.07,205.68,289.74,35.43,67.41,41.45,778.84,565.91,667.88,483.8,429.78,587.07,324.26,297.43,310.14,1054.78,989.47,943.39
"MAB_0412",218.31,196.69,135.49,100.64,71.51,125.66,13.12,26.92,12.2,200.93,150.18,191.3,200.43,226.45,212.53,92.89,98.18,90.34,314.19,275.7,315.41
"MAB_0413",689.7,618.34,474.41,302.09,232.89,367.73,27.72,77.2,38.16,560.22,504.69,618.26,651.54,654.59,593.73,253.51,288.19,301.69,950.08,902.05,944.91
"MAB_0414",852.36,829.26,622.11,393.65,321.65,451.57,66.07,144.18,67.57,888.11,794.22,882.64,806.04,816.59,781.12,413.81,423.15,450.08,1309.57,1178.84,1066.92
"MAB_0415",1172.28,1027.5,831.01,779.07,574.54,848.5,62.55,93.39,72.77,1216.69,1103.42,1358.38,1120.95,956.32,842.42,799.42,753.7,829.08,1390.55,1426.41,1263.47
"MAB_0416c",2100.09,1944.88,1548.74,1500.27,1116.35,1656.89,68.32,76.11,88.99,3045.28,2588.36,2994.72,2039.22,1440.77,1779.01,1429.2,1534.65,1659.18,4056.34,3697.15,3510.43
"MAB_0417c",411.62,397.86,285.34,221.26,170.32,242.72,13.84,27.34,14.35,237.91,289.35,374.7,536.74,586.47,514.11,218.41,270.53,253.78,276.45,270.07,248.03
"MAB_0418",521.27,502.82,390.97,267.16,190.07,302.11,263.15,478.04,285.04,584.09,667.11,714.73,614.68,608.41,566.66,354.08,356.45,324.31,594.65,666.57,568.15
"MAB_0419",247.41,250.09,209.59,123.5,88.58,126.92,141.15,252.19,148.68,304.42,303.62,366.28,276.12,298.09,259.31,128.11,123.77,123.01,313.47,348.54,323.11
"MAB_0420",498.12,433.26,365.64,239.8,215.7,365.22,112.77,170.31,101.55,626.95,568.16,645.31,424.51,381.31,400.27,312.19,262.39,315.32,703.57,633.36,644.84
"MAB_0421",971.72,867.62,739.22,753.49,593.49,942.36,155.77,313.2,227.05,1570.97,1393.22,1648.57,874.82,852.82,640.19,623.66,621.81,711.51,2084.04,1877.07,1797.18
"MAB_0422c",379.16,339.8,245.82,366.39,273.05,417.19,41,48.11,38.26,308.51,259.49,316.5,373.74,377.32,339.32,402.95,364.92,461.39,366.26,392.08,397.36
"MAB_0423c",608.69,575.18,432.08,452.23,280.55,582.78,35.66,60.3,31.99,743.19,619.26,739.72,552.04,544.32,420.28,492.46,536.81,639.42,882.27,884.32,848.04
"MAB_0424",1464.76,1683.24,1081.8,1629.09,1181.89,1558.77,701.03,946.43,818.15,1630.01,1782.09,1988.69,2884.58,3085.05,2429.92,1768.15,2047.16,2007.04,1742.3,1644.73,1635.59
"MAB_0425c",5298.93,4374.82,3649.2,1761.18,1571.46,1625.04,563.86,1577.91,740.2,10155.01,8783.58,9665.84,5185.7,3298.23,4519.51,2553.26,2281.96,2762.57,11848.72,12047.96,11550.86
"MAB_0426",296.7,326.78,196.15,159.58,150.91,253.58,29.84,75.73,34.89,584.58,509.49,608.03,226.68,201.24,251.16,249.99,208.62,229.09,976.81,897.04,908.76
"MAB_0427",306.92,338.19,206.32,234.99,175.2,218.19,79.68,95.91,77.31,551.95,460.92,569.97,304.39,312.78,329.82,263.2,267.27,293.09,805.7,774.61,687.18
"MAB_0428",127.85,109.97,107.05,70.09,84.69,88.5,27.38,67.31,37.04,328.23,297.14,351.88,106.43,89.61,95.57,87.01,74.62,103.69,643.24,551.05,548.26
"MAB_0429",355.97,397.68,236.74,255.66,221.92,295.69,98.74,191.88,140.09,866.84,785.2,883.15,270.8,280.24,322.49,288.24,267.01,313.81,1640.36,1425.14,1340.7
"MAB_0430",257.38,255.34,181.97,229.85,158.82,262.74,139.97,103.05,139.96,387.86,335.3,400.47,276.81,299.24,326.12,298.78,250.12,291.74,494.46,461.55,433.46
"MAB_0431c",262.86,247.76,250.18,159.86,114.81,203.19,58.59,106.7,78.55,501.34,425.68,480.45,246.53,257.35,262.78,161.45,163.12,204.85,654.22,664.66,553.07
"MAB_0432",535.3,674.38,349.12,740.28,499.28,936.62,171.46,157.27,203.03,295.99,410.04,442.12,648.03,1103.09,1033.78,572.97,570.39,397.64,289.82,155.5,157.07
"MAB_0433",381.47,472.86,278.66,570.46,426.35,617.51,151.16,187.81,185.41,281.78,350.76,366.64,518.08,759.68,754.61,527.76,482.65,456.27,305.45,193.72,193.78
"MAB_0434c",208.57,208.19,153.65,241.61,196.77,274.66,56.88,61.39,50.85,264.8,250.97,263.97,200.57,240.18,281.5,299.57,246.15,318.05,320.08,334.41,300.41
"MAB_0435c",52.35,48.64,25.72,58.08,60.15,59.67,9.28,11.84,6.39,69.35,75.4,64.89,65.04,63.8,79.26,93.95,91,82.53,54.84,55.1,43.08
"MAB_0436",53.42,49.2,22.68,50.45,43.33,68.49,13.94,5.74,10.2,40.41,51.59,49.74,47.51,49.89,64.04,68.89,68.46,62.32,27.97,35.15,26
"MAB_0437c",109.03,125.36,80.07,541.09,349.58,543.92,85.46,111.43,120.34,124.36,96.84,140.24,110,103.27,104,526.64,597.78,612.76,174.99,203.97,173.2
"MAB_0438c",357.5,402.8,211.16,648.59,397.46,572.45,316.61,451.2,345.01,285.49,311.34,338.62,442.35,499.11,461.68,644.15,711.88,757.24,347.47,326.85,310.49
"MAB_0439",41.34,30.91,31.26,34.77,41.77,61.62,226.86,422.81,284.81,31.3,46.61,46.08,43.45,70.16,50.39,55.5,60.73,53.57,52.5,62.68,44.97
"MAB_0440",2453.23,1846.28,1773.39,868.12,617.55,1102.32,10526.19,33841.91,12586.93,730.78,894.88,963.81,926.3,1076.26,897.76,578,622.47,570.28,1288.18,1213.2,1129.97
"MAB_0441",1562.99,1137.78,1159.53,556.12,465.41,702.04,12726.54,30249.01,12157.49,661.77,673.3,733.72,564.16,605.64,699.3,397.01,365.78,415.18,1173.08,1137.43,1115.61
"MAB_0442",176.39,160.58,130.74,108.51,77.14,129.26,1569.14,3092.81,1509.53,128.05,127.91,146.55,133.05,161.15,174.12,152.12,128.45,125.27,136.7,154.15,127.92
"MAB_0443",149.69,133.77,100.85,133.15,83.55,176.01,345.78,496.59,292.32,130.27,124.7,153.97,161.62,208.49,193.91,169.43,127.19,132.26,161.41,159.23,158.26
"MAB_0444",8.26,4.03,6.54,8.2,8.89,15.39,47.07,78.89,40.28,18.84,19.46,11.32,8.62,16.03,22.81,11.69,11.64,5.8,13.55,16.47,19.04
"MAB_0445",184.41,169.74,120.31,132.78,91.43,193.04,588.38,972.01,607.16,178.18,183.12,169.86,180.85,180.28,174.78,167.88,160.96,161.8,175.51,186.35,207.65
"MAB_0446c",198.88,247.31,136.59,230.76,164.11,245,1774.31,2291.04,1753.23,101.35,149.31,158.51,246.07,339.51,291.14,258.49,343.73,281.81,141.53,139.47,111.76
"MAB_0447c",91.92,67.49,57.69,61.86,51.03,79.04,169.19,176.54,240.19,104.8,126.14,115.89,94.54,117.85,91.78,74.76,80.12,89.26,126.2,130.55,113.3
"MAB_0448c",78,57.08,67.65,38.31,68.86,58.57,13197.23,7540.07,12787.53,95.64,199.32,220.23,208.66,415.41,261.47,124.42,148.7,85.92,54.24,62.69,61.88
"MAB_0449",1090.45,883.53,750.38,737.68,723.99,705.36,58002.11,33595.72,67344.34,864.96,942.59,982.8,1304.46,2274.49,1937.3,974.78,1026.04,765.24,868.14,822.03,785.22
"MAB_0450c",328.57,310.35,216.42,190.49,177.93,201.28,1804.95,1664.31,1889.72,357.39,375.78,390.31,424.68,551.68,521.23,288.69,242.97,256.31,329.95,336.81,285.8
"MAB_0451c",442.34,333.86,305.39,276.93,226.35,299.19,12603.68,15198.89,13979.97,326.24,353.68,408.48,565.57,777.48,609.93,341.39,349.49,279.04,306.05,266.15,234.72
"MAB_0452c",1027.74,812.18,688.24,472.82,424.18,517.2,36657.05,47901.15,44491.19,641.53,817.81,857.97,1217.58,1929.76,1279.38,613.88,710.04,482.41,565.92,489.51,530.43
"MAB_0453c",62.57,46,41.16,47.76,43.99,47.07,391.78,1826.7,575.31,41.81,63.16,55.77,58.58,92.51,78.24,47.92,52.49,45.86,77.16,46.38,50.05
"MAB_0454c",24.11,19.26,20.7,12.24,16.47,20.5,473.84,2353.31,660.74,17.04,61.59,38.68,65.58,104.49,68.51,29.84,37.72,20,8.31,21,20.82
"MAB_0455",145.99,138.54,98.55,82.39,100.11,100.43,4750.49,11908.66,5968.34,115.92,192.01,166.45,230.28,368.11,371.3,135.82,147.27,118.24,129.35,96.5,90.5
"MAB_0456",19.47,30,10.68,19.54,20.11,10.55,827.14,2995.08,1129.72,11.42,15.65,20.69,31.65,43.97,49.32,26.43,28.45,14.65,24.36,13.16,14.36
"MAB_0457",50.66,48.19,44.84,42.55,43.49,43.61,723.53,2156.55,798.66,54.45,54.84,71.66,51.05,81.54,73.05,71.89,66.36,72.16,59.89,53.27,57.93
"MAB_0458",114.07,130.65,80.46,114.72,86.66,134.2,942.84,2221.53,1110.23,76.07,67.93,96.93,119.81,175.26,174.08,105.26,82.49,101.05,90.61,81.27,76.3
"MAB_0459c",146.97,157.78,104.28,232.35,182.18,230.31,415.51,686.76,572.16,133.35,112.38,139.65,181.15,244.89,202.05,201.05,191.88,229.19,124.97,102.39,118.32
"MAB_0460",131.91,147.47,88.36,119.81,128.77,137.38,442.53,887.24,764.28,130.09,210.01,224.26,252.09,347.97,283.91,194.23,142.14,136.92,117.46,99.95,96.81
"MAB_0461",29.3,24.65,22.15,22.45,33.51,20.96,56.89,141.34,70.61,25.55,17.27,19.8,35,42.82,48.8,30.93,24.42,23.39,34.88,25.3,18.99
"MAB_0462c",160.91,142.65,94.39,161.54,140.38,203.19,158.78,276.95,214.66,140.53,168.72,163.53,162.38,225.22,202.77,202.15,204.38,219.5,134.54,160.97,151.54
"MAB_0463c",490.65,488.55,339.81,484.68,416.45,410.15,1061.39,1625.78,1611.86,381.19,480.31,495.59,636.43,868.24,703.86,438.5,455.65,409.93,519.91,414.66,473.41
"MAB_0464",1367.61,1694.99,1021.49,1162.85,1022.5,1080.77,16184.08,17574.58,21915.88,1038.11,2223.39,1946.34,2130.68,3111.7,2572.55,1242.81,1501.95,1186.53,1283.57,1107.35,975.04
"MAB_0465",39.54,48.92,27.59,22.91,19.92,21.54,474.35,660.35,546.14,35.88,33.22,34.04,53.7,86.5,72.69,41.03,35.73,34.07,26.31,21.93,20.47
"MAB_0466",85.66,72.41,68.55,55.14,44.92,53.07,454.77,610.11,570.69,42.95,50.19,43.34,103.08,183.8,156.85,65.65,71.15,46.57,50.45,36.99,30.69
"MAB_0467",130.85,180.36,100.11,102,79.31,83.09,584.77,857.07,662,135.12,152.86,135.59,322.36,381.05,396.42,138.85,180.39,154.64,147.53,119.73,109.76
"MAB_0468",115.28,130.86,80.18,68.43,53.14,75.7,529.68,746.57,520.85,144.42,162.59,150.86,964.69,1131.12,695.03,233.2,544.5,288,57.43,44.73,46.35
"MAB_0469c",32.58,37.91,32.72,28.89,10.59,21.93,211.07,441.16,245.91,68.09,80.43,79.16,402.04,474.18,281.09,95.28,243.23,156.65,11.41,21.53,16.09
"MAB_0470c",295.58,230.24,191.55,213.95,198.35,267.82,8692.62,13724.3,13959.14,355.11,781.64,736.38,737.36,1133.66,532.89,308.86,347.19,348.72,210.32,175.11,173.55
"MAB_0471",68.23,64.01,53.82,48.93,50.57,68.64,89.32,36.59,108.69,62.18,56.92,78.28,73.14,135.45,116.88,56.14,59.84,36.54,56.19,46.01,58.14
"MAB_0472",16,20.16,12.12,20.36,12.97,37.07,25.45,17.41,20.2,21.32,17.78,26.51,33.99,57.11,61.58,19.96,34.32,19.07,20.15,17.03,14.69
"MAB_0473",36.36,30.76,29.01,28.24,17.74,50.78,13.91,8.69,12.96,34.93,38.01,26.89,22.34,62.91,41.04,39.72,32,45.51,25.26,19.64,16.2
"MAB_0474",30.19,32.86,17.84,27.12,26.04,38.18,11.74,8.84,12.42,14.8,22.15,22.42,33.22,50.82,40.14,45.76,37.19,33.74,25.64,27.38,13.04
"MAB_0475",21.81,32.11,16.92,30.92,23.74,23.46,10.27,9.19,17.2,27.72,31.34,35.34,39.04,51.43,42.53,29.7,10.23,15.15,15.04,13.7,14.8
"MAB_0476c",25.23,19.61,16,25.47,13.92,23.04,15.99,27.91,15.08,32.93,27.15,32.76,38.72,46.2,42.26,40.3,25,14.61,23,19,13.96
"MAB_0477",38.46,33.54,25.32,31.7,21.03,29.18,36.64,63.39,36.67,31.83,35.05,47.11,49.45,59.01,44.16,40.96,50.86,53.25,34.46,29.87,27.77
"MAB_0478",136.15,147.19,79.93,122.72,89,121.5,97.02,118.31,117.75,161.86,189.34,213.28,161.57,200.71,181.92,178.11,132.22,145.06,145.68,150.28,148.13
"MAB_0479",144.01,160.34,92.81,174.73,116.2,172.96,375.31,489.2,468.89,109.86,106.18,135.84,179.47,278.15,198.82,182.57,233.69,202.95,110.32,87.14,76.35
"MAB_0480",38.53,40.23,32.41,37.16,15.43,43.47,47.26,76.93,51.42,34.68,28.91,34.55,37.43,38.46,54.84,39.91,42.03,30.7,32.68,34.92,44.68
"MAB_0481c",133.22,111.35,81.54,41.7,33.58,50.74,61.22,62.3,67.2,60.74,61.03,67.76,84.51,78.47,67.38,32.92,47.88,38.35,85.22,87.64,101.27
"MAB_0482c",765.57,625.15,583.12,354.16,252.19,403.68,152.78,167.58,175.77,235.74,196.03,275.23,444.14,422.99,437.18,324.99,321.88,381.26,323.36,296.99,278.54
"MAB_0483c",60.51,75.16,42.01,35.22,34.24,43.5,45.93,32.68,46.15,93.74,58.27,80.07,67.34,74.04,84.55,50.49,27.86,57.51,83.69,60.16,71.55
"MAB_0484",1269.59,1102.92,984.7,474.77,408.82,632.89,115,231.39,135.31,927.2,767.89,929.14,1017.82,897.73,943.86,488.24,541.68,531.82,1529.08,1493,1342.76
"MAB_0485",265.65,231.82,204.58,100.91,67.39,87.54,29.08,59.2,39.57,131.93,121.26,147.05,182.69,191.35,192.09,100.74,99.42,100.68,165.31,149.95,175.41
"MAB_0486c",295.2,320.69,202.35,179.16,118.84,221.84,270.47,334.77,279.36,350.03,334.12,383.78,348.42,356.85,372.19,239.54,220.35,219.35,373.5,318.27,316.58
"MAB_0487",7598.51,6522.95,5521.35,4840.26,3552.57,8770.34,147.27,621.5,174.93,10034.68,8377.42,11245.84,5425.7,5778.26,5190.04,5818.31,6783.22,8101.3,11929.78,11771.23,10513.3
"MAB_0488",721.39,607.18,562.54,630.14,468.31,815.69,33.12,58.76,47.86,485.47,439.86,530.77,582.51,612.64,595.12,713.27,690.28,835.03,515.49,531.69,507.92
"MAB_0489",3078.49,2835,2273.91,1522.86,1161.55,1851.45,338.76,743.58,345.53,4567.85,3849.47,4507.85,2682.3,2405.99,2825.69,1904.78,1854.93,2019.24,5242.14,5134.5,4735.64
"MAB_0490c",684.65,686.95,480.66,291.36,252.3,432.39,117.58,198.32,120.58,782.77,643.54,815.86,616.81,618.97,689.95,367.69,346.11,379.51,980.27,895.32,850.74
"MAB_0491",823.77,937.81,638.35,722.58,553.78,828.38,155.8,272.04,182.69,835.01,758.43,921.74,863.82,1000.41,842.12,617.78,594.35,646.54,1072.57,865.42,790.47
"MAB_0492",591.61,693.07,351.45,906.66,537.51,988.62,9.12,33.99,18.01,348.86,284.01,299.16,455.74,660.38,583.53,658.64,572.69,674.47,403.31,306.73,315.54
"MAB_0493",203.46,244.72,126.24,277.32,172.3,286.07,34.55,29.15,28.96,126.53,125,136.15,182.8,271.51,240.74,216.82,204,203.04,145.24,119.39,107.99
"MAB_0494",96.81,108,72.89,82.12,53.5,91.22,32.84,34.46,55.08,97.04,96.86,121.19,110.61,156.34,167.03,100.53,71.01,79.53,132.59,107.41,100.95
"MAB_0495c",110.42,116.39,74.89,135.35,111.46,123.95,38,44.58,57.12,115.32,128.46,158.24,177.65,292.26,208.88,145.2,184.72,161.45,68.53,64.35,53.74
"MAB_0496c",2027,1946.8,1391.59,1644.85,1451.65,1751.78,825.43,235.81,1122.57,1588.81,3402.11,3179.97,3107.42,6010.08,4949.38,2061.27,2366.89,1306.59,705,453.23,467.43
"MAB_0497",1333.39,1152.84,955.84,1500.74,1030.18,1775.03,256.3,137.64,268.55,962.36,930.19,1066.77,1878.16,2207.81,1700.41,1529.92,1830.7,1615.62,713.34,689.62,716.58
"MAB_0498c",459.36,402.66,337.08,426.18,313.57,504.96,115.95,55.82,133.26,207.11,196.51,192.41,731.54,767.07,651.27,503.16,539.38,542.95,189.22,124.04,103.88
"MAB_0499",127.73,127.36,83.93,107.36,91.89,127.03,95.58,98.01,103.07,128.18,120.19,119.69,162.23,240.45,221.3,157.26,141.53,106.49,101.89,81.28,75.35
"MAB_0500c",163.01,125.08,116.16,63.7,43.49,59.43,25.73,22.88,27.59,308.38,272.89,266.85,181.31,198.96,150.64,77.46,63.61,72.81,250.61,323.15,286
"MAB_0501c",783.18,642.97,554.84,333.26,286.97,407.82,114.93,166.97,143.85,1205.62,998.19,1114.58,1074.23,843.57,735.39,422.47,387.61,464.64,1103.11,1176.76,1147.3
"MAB_0502c",161.26,142.7,105.49,67.01,59,109.2,43.91,51,34.93,252.41,219.26,227.2,170.04,190.04,186.36,116.81,100.01,82.93,251.81,214.35,162.22
"MAB_0503",362.39,325.91,241.8,224.04,195.27,272.16,28.43,47.61,18.04,486.27,352.28,464.36,396.51,250.64,296.57,259.22,238.39,276.92,604.14,455.41,496.99
"MAB_0504c",339.65,337.78,248.77,153.58,164.57,212.36,18.73,43.73,27.99,453.32,324.43,471.01,340.34,238.85,243.59,193.57,163.58,199.74,568.54,493.64,446.61
"MAB_0505c",343.12,388.12,243.82,188.95,174.5,277.14,39.35,51.03,44.27,451.49,430.27,526.38,312.53,331.78,326.3,286.35,288.04,278.34,407.73,354.28,334.82
"MAB_0506",5.81,14.22,4,5.78,4.09,13.43,3.27,4.45,6.26,5.82,5.58,5.93,11.26,9.99,13,11.16,10.65,9.85,3.81,2.14,4.38
"MAB_0507",235.81,198.41,134.57,175.14,170.59,173.51,16.57,43.39,19.58,467.03,373.89,446.05,189.12,151.59,185.32,178.16,174.72,209.74,840.55,693.65,620.8
"MAB_0508c",644.14,539.36,398.47,484.91,387.08,531.62,139.32,288.88,197.78,806.64,710.04,831.91,453.11,339.46,347.46,500.55,392.84,481.03,1058.82,963.19,918.24
"MAB_0509c",132.76,146.35,88.19,68.59,53.96,68,31.95,62.74,20.82,287.62,219.05,270.27,115.69,99.53,123.41,87,65.08,87.86,337.35,326.3,304.5
"MAB_0510c",1047.5,1073.7,837.54,717.96,567.64,685.32,335.85,481.84,350.42,1786.43,1599.89,1817.76,1030.31,788.28,1070.97,726.3,656.41,692.95,2841.34,2641.18,2492.19
"MAB_0511c",486.88,503.92,348.42,482.38,294.42,595.62,590.34,1720.93,627.73,377.69,420,489.47,506.41,727.85,629.09,536.51,535.08,511.32,216.76,179.43,187.45
"MAB_0512",108.28,107.72,79.5,106.76,74.72,136.31,21.2,75.07,30,109.49,134.57,167.92,112.12,154.32,156.55,160.7,127.3,133.8,125.99,107.35,97.22
"MAB_0513",35.85,48.86,14,23.86,29.19,59.74,50.69,71.08,57.74,51.95,55.41,54.8,60.16,63.39,75.43,54.09,35.01,34.36,61.73,62.2,52.85
"MAB_0514",120.34,113.19,83.35,87.16,61.8,92.5,23.64,42.8,34.05,155.28,107.05,155.24,84.73,66.08,79.07,75.23,64.3,85.18,269.07,303.08,321.62
"MAB_0515",461.45,348.32,278.69,401.32,287.28,430.14,12.38,46.03,17.88,506.42,537.55,552.24,635.77,499.65,314.43,412.36,446.3,465.97,509.76,490.2,443.42
"MAB_0516c",221.53,206.09,149.92,262.73,170.65,289.38,10.07,35.22,9.95,163.68,146.18,200.59,355.38,275.95,217.36,302.91,363.76,371.3,152.36,179.82,139.96
"MAB_0517",978.12,833.27,636.8,803.77,571.82,871.11,39.27,112.96,92.89,755.27,616.55,708.24,1253.99,786.03,749.84,915.5,948.41,1021.69,805.5,773.11,894.81
"MAB_0518c",703.82,622.84,453.03,881.76,676.88,824.2,22.66,33.16,25.19,873.24,539.53,677.39,816.59,506.26,564.88,1203.68,1199.3,1319.46,915.78,878.68,962.22
"MAB_0519",1387.76,1347.58,1113.22,1136.03,916.31,1250.07,298.81,465.49,355.82,1669.77,1486.97,1719.57,1839.09,1520.61,1464.42,1322.14,1373.93,1495.35,1736.7,1562.78,1416.39
"MAB_0520",435.42,394.31,330.19,339.05,289.16,409.05,170.92,245.59,199.54,565.93,527.45,588.97,516.73,423.12,434.24,357.04,333,371.15,568.68,518.64,501.73
"MAB_0521",144.09,113.51,73.5,83.07,66.96,133.8,103.76,113.51,130.08,179.88,166,198.74,96.92,136.58,120.57,102.91,73.04,77.45,144.15,141.34,130.59
"MAB_0522c",102.04,107.82,76.04,128.36,81.16,150,284.74,390.35,308.92,134.41,126.77,168.16,227.77,187.12,219.78,226.43,287.97,268.53,96.22,103.58,94.78
